College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44640900930,1-44640900930,U-0724,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,KABIR NAGAR,140183,31.336647,75.584969,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,B++,Yes,,Tier 3,http://www.dav.ac.in,info@dav.ac.in,admissions@dav.ac.in,placement@dav.ac.in,+91-80-285-4456,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,180,636,2022,Urban,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Civil Engineering,B.Tech,60,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Mechanical Engineering,B.Tech,60,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Computer Science Engineering (CSE),M.Tech,18,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Computer Science Engineering (CSE),B.Tech,300,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Electronics & Communication Engineering (ECE),B.Tech,30,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Mechanical Engineering,M.Tech,9,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,180,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Electronics & Communication Engineering (ECE),Diploma,30,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Mechanical Engineering,Diploma,120,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Electrical Engineering,Diploma,150,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Civil Engineering,Diploma,60,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Other Engineering Branches,Diploma,60,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Computer Science Engineering (CSE),Diploma,120,1257,2014,Rural,Yes,Yes
1-44641794168,1-44641794168,U-0724,"CT INSTITUTE OF ENGINEERING, MANAGEMENT & TECHNOLOGY",Active,Punjab,Jalandhar,Jalandhar,"VILLAGE SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, TEHSIL JALANDHAR, DISTT. JALANDHAR-144020",144020,31.331534,75.576626,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ctmanagement.ac.in,info@ctmanagement.ac.in,admissions@ctmanagement.ac.in,placement@ctmanagement.ac.in,+91-80-070-9890,Electrical Engineering,B.Tech,60,1257,2014,Rural,Yes,Yes
1-44641547990,1-44641547990,U-0150,CENTRAL INSTITUTE OF HAND TOOLS JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,"G.T.ROAD, BYE  PASS, OPPOSITE BHAGAT SINGH COLONY, JALANDHAR",140183,31.310838,75.576716,Government,Punjab State Board of Technical Education,Approved,Approved,B,No,,Tier 3,http://www.handtoolsjalandhar.ac.in,info@handtoolsjalandhar.ac.in,admissions@handtoolsjalandhar.ac.in,placement@handtoolsjalandhar.ac.in,+91-80-202-9443,Mechanical Engineering,Diploma,180,300,2002,Rural,Yes,Yes
1-44641547990,1-44641547990,U-0150,CENTRAL INSTITUTE OF HAND TOOLS JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,"G.T.ROAD, BYE  PASS, OPPOSITE BHAGAT SINGH COLONY, JALANDHAR",140183,31.310838,75.576716,Government,Punjab State Board of Technical Education,Approved,Approved,B,No,,Tier 3,http://www.handtoolsjalandhar.ac.in,info@handtoolsjalandhar.ac.in,admissions@handtoolsjalandhar.ac.in,placement@handtoolsjalandhar.ac.in,+91-80-202-9443,Computer Science Engineering (CSE),Diploma,60,300,2002,Rural,Yes,Yes
1-44641547990,1-44641547990,U-0150,CENTRAL INSTITUTE OF HAND TOOLS JALANDHAR,Active,Punjab,Jalandhar,Jalandhar,"G.T.ROAD, BYE  PASS, OPPOSITE BHAGAT SINGH COLONY, JALANDHAR",140183,31.310838,75.576716,Government,Punjab State Board of Technical Education,Approved,Approved,B,No,,Tier 3,http://www.handtoolsjalandhar.ac.in,info@handtoolsjalandhar.ac.in,admissions@handtoolsjalandhar.ac.in,placement@handtoolsjalandhar.ac.in,+91-80-202-9443,Electrical Engineering,Diploma,60,300,2002,Rural,Yes,Yes
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,Computer Science Engineering (CSE),B.Tech,180,420,2003,Rural,Yes,No
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,IoT,B.Tech,30,420,2003,Rural,Yes,No
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,Electrical Engineering,B.Tech,30,420,2003,Rural,Yes,No
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,Mechanical Engineering,Diploma,60,420,2003,Rural,Yes,No
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,Electrical Engineering,Diploma,60,420,2003,Rural,Yes,No
1-44643760211,1-44643760211,U-0724,CT INSTITUTE OF TECHNOLOGY,Active,Punjab,Jalandhar,Jalandhar,"VILL. SHAHPUR, P.O. UDOPUR, VIA JAMSHER KHAS, DISTT. JALANDHAR PIN-144020",144020,31.313364,75.588406,Private-Self Financing,"Punjab Technical University, Jalandhar",Approved,Approved,A+,No,,Tier 3,http://www.ct.ac.in,info@ct.ac.in,admissions@ct.ac.in,placement@ct.ac.in,+91-80-308-8846,Computer Science Engineering (CSE),Diploma,60,420,2003,Rural,Yes,No
